country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,country_short_list
Monaco,en,7,8,1,0,1,0.0,0,0,F,False,False,False,True,91,2854,Other
UK,en,4,8,0,5,7,100.0,0,0,F,False,False,False,True,18,2854,UK
Italy,it,8,14,2,3,1,0.0,12,3,F,False,False,False,False,11,2854,Italy
France,fr,18,9,4,9,18,100.0,3,1,F,True,False,True,True,15,2854,France
France,fr,7,11,19,1,2,0.0,1,1,F,False,False,False,True,13,2854,France
Italy,it,9,12,5,2,2,0.0,1,0,F,True,False,True,False,22,2854,Italy
France,fr,7,8,1,2,4,100.0,0,0,F,False,False,False,True,12,2854,France
Spain,en,11,8,0,11,3,66.0,0,0,F,False,False,False,True,17,2854,Spain
UK,en,3,8,0,0,1,0.0,0,0,F,False,False,False,True,12,2854,UK
Italy,it,5,8,2,0,2,100.0,0,0,F,True,False,True,False,363,2854,Italy
France,fr,4,8,0,1,1,0.0,0,0,M,False,False,False,True,339,2854,France
Germany,de,4,8,3,0,1,0.0,0,5,F,False,False,False,True,292,2854,Germany
Italy,it,3,8,0,1,1,0.0,0,0,F,False,False,False,True,205,2854,Italy
Spain,es,58,48,593,39,47,93.0,66,1,F,True,False,True,False,11,2854,Spain
US,en,4,8,1,0,1,0.0,7,0,F,False,False,False,True,629,2854,US
France,fr,4,8,6,5,6,83.0,1,0,F,True,False,True,True,120,2854,France
UK,en,10,8,0,0,2,66.0,0,0,F,True,False,True,True,132,2854,UK
UK,en,5,8,2,4,4,100.0,0,0,M,True,False,True,True,11,2854,UK
France,fr,4,8,37,1,5,60.0,0,0,F,True,False,True,True,17,2854,France
France,fr,3,8,0,0,1,0.0,0,0,M,True,False,True,True,416,2854,France
Denmark,en,10,9,20,5,6,33.0,1,8,F,True,False,True,True,15,2854,Denmark
Germany,de,5,11,0,0,1,0.0,5,0,M,True,False,True,True,359,2854,Germany
US,en,167,8,0,25,125,100.0,0,0,F,False,False,False,True,22,2854,US
UK,en,3,8,1,2,1,0.0,0,0,F,True,False,True,True,71,2854,UK
France,fr,6,11,6,13,6,57.0,1,9,M,True,False,True,True,11,2854,France
Italy,it,10,8,21,18,16,100.0,1,0,M,True,False,True,True,11,2854,Italy
Italy,it,3,8,0,0,1,0.0,0,0,F,True,False,True,True,604,2854,Italy
Italy,it,5,8,0,9,14,100.0,0,0,F,True,False,True,True,13,2854,Italy
France,en,33,8,563,1,1,0.0,410,9,F,True,True,False,False,11,2854,France
Germany,en,5,8,3,0,1,0.0,6,2,F,False,False,False,True,59,2854,Germany
Grèce,en,38,14,166,7,9,77.0,16,6,F,True,False,True,False,11,2854,Other
UK,en,4,10,0,0,1,0.0,0,0,F,False,False,False,True,132,2854,UK
US,en,25,8,5,0,2,100.0,2,0,M,False,False,False,False,205,2854,US
Italy,it,5,8,7,0,2,100.0,0,0,F,True,True,True,False,589,2854,Italy
Belgium,fr,3,8,0,0,1,0.0,0,0,F,True,False,True,True,471,2854,Belgium
France,fr,16,8,9,0,2,100.0,17,0,F,True,False,True,False,519,2854,France
Germany,de,22,8,0,0,1,0.0,0,0,F,True,False,True,True,664,2854,Germany
Germany,de,16,21,85,2,3,25.0,4,2,F,True,False,True,False,324,2854,Germany
Italy,it,13,8,3,4,1,0.0,0,0,F,False,False,False,False,11,2854,Italy
France,fr,7,9,55,1,1,0.0,13,5,F,True,False,True,False,15,2854,France
UK,en,13,8,0,0,1,0.0,0,0,F,True,False,True,False,269,2854,UK
US,en,8,8,18,0,1,0.0,0,4,F,False,False,False,True,14,2854,US
France,fr,7,8,1,0,1,0.0,0,0,F,True,True,False,True,310,2854,France
France,fr,3,8,0,1,3,66.0,0,3,F,False,False,False,True,76,2854,France
Germany,de,9,8,0,0,2,50.0,0,0,F,False,False,False,True,511,2854,Germany
France,fr,4,8,5,1,1,0.0,0,0,M,False,False,False,True,13,2854,France
France,fr,3,9,103,0,1,0.0,3,1,F,True,False,True,True,13,2854,France
France,fr,3,8,88,2,1,0.0,0,1,F,True,False,True,True,18,2854,France
US,en,4,20,1,0,1,0.0,0,0,F,True,False,True,True,376,2854,US
France,en,5,8,1,0,2,0.0,0,1,F,False,False,False,True,45,2854,France
France,fr,7,8,1,1,1,0.0,1,0,F,True,True,False,False,583,2854,France
Sweden,en,6,8,0,0,1,0.0,0,0,F,True,False,True,True,683,2854,Sweden
Germany,de,3,8,0,1,1,0.0,0,1,F,True,False,True,False,57,2854,Germany
France,fr,4,8,0,0,1,0.0,0,0,F,True,True,False,True,272,2854,France
US,en,5,10,14,0,1,0.0,0,3,F,False,False,False,True,123,2854,US
Spain,en,33,11,459,11,6,83.0,56,65,F,True,False,True,False,11,2854,Spain
France,fr,18,9,1,5,3,100.0,0,0,F,True,False,True,False,11,2854,France
UK,en,4,0,7,1,1,0.0,94,1,F,True,False,True,False,11,2854,UK
France,fr,4,8,0,0,1,0.0,0,0,F,True,False,True,True,173,2854,France
Romania,en,6,8,1,1,2,0.0,0,0,F,True,False,True,True,12,2854,Other
Italy,it,4,8,7,0,2,100.0,0,0,F,False,False,False,True,241,2854,Italy
Italy,it,8,8,44,0,1,0.0,14,0,F,True,False,True,True,13,2854,Italy
Spain,es,8,8,8,0,2,100.0,0,0,F,True,False,True,False,14,2854,Spain
Russia,en,11,8,5,0,1,0.0,0,0,F,True,False,True,False,625,2854,Other
US,en,10,8,55,12,1,0.0,0,0,F,True,False,True,False,627,2854,US
France,fr,6,8,2,0,3,0.0,3,0,M,True,False,True,False,521,2854,France
Italy,it,13,9,0,1,2,0.0,1,0,F,True,False,True,True,470,2853,Italy
UK,en,7,8,0,37,30,90.0,0,0,F,True,False,True,False,13,2853,UK
UK,en,29,8,2,13,26,100.0,0,0,M,False,False,False,True,11,2853,UK
Italy,it,8,14,3,0,1,0.0,11,0,F,True,False,True,True,80,2853,Italy
France,fr,17,8,40,3,23,95.0,0,7,M,True,True,False,False,11,2853,France
Italy,it,5,8,0,0,4,50.0,0,0,M,False,False,False,False,145,2853,Italy
France,fr,111,37,237,7,35,91.0,2,1,F,True,False,True,False,11,2853,France
Hong Kong,en,5,8,5,2,1,0.0,5,1,F,True,False,True,True,13,2853,Other
Germany,de,4,8,3,12,6,83.0,0,0,F,True,True,False,True,39,2853,Germany
Italy,it,3,8,0,0,1,0.0,0,0,F,False,False,False,True,140,2853,Italy
Denmark,en,3,8,0,0,1,0.0,0,0,F,False,False,False,True,93,2853,Denmark
Italy,it,5,9,21,11,3,0.0,0,0,F,True,False,True,True,11,2853,Italy
Denmark,en,14,10,295,1,4,50.0,0,0,F,True,False,True,False,11,2853,Denmark
Spain,es,4,8,0,2,1,0.0,0,0,F,False,False,False,True,168,2853,Spain
France,fr,8,8,0,0,3,100.0,0,3,F,True,False,True,True,20,2853,France
France,fr,6,8,1,4,7,100.0,0,0,F,False,False,False,False,12,2853,France
UK,en,17,8,2,0,12,83.0,0,0,M,True,True,False,True,418,2853,UK
Spain,es,9,8,0,0,1,0.0,0,0,F,False,False,False,True,653,2853,Spain
Spain,es,7,9,14,3,1,0.0,4,1,F,False,False,False,False,43,2853,Spain
Pologne,en,12,22,46,0,1,0.0,12,2,F,True,False,True,False,12,2853,Other
Italy,it,7,9,8,1,6,83.0,29,0,F,False,False,False,False,20,2853,Italy
Belgium,en,7,8,97,3,3,100.0,4,0,F,True,True,False,True,40,2853,Belgium
France,fr,3,8,1,1,1,0.0,0,0,F,False,False,False,True,130,2853,France
Spain,es,9,13,103,4,6,83.0,201,0,F,True,True,False,False,14,2853,Spain
Hong Kong,en,21,16,5979,1,6,100.0,634,40,F,True,False,True,True,62,2853,Other
UK,en,12,12,8,2,2,0.0,0,0,F,True,False,True,True,15,2853,UK
UK,en,3,8,0,0,1,0.0,0,0,F,False,False,False,True,334,2853,UK
France,fr,7,8,4,31,21,100.0,0,0,F,False,False,False,False,11,2853,France
Italy,it,8,8,2,12,16,100.0,0,0,M,True,False,True,True,13,2853,Italy
France,fr,6,8,3,0,1,0.0,0,0,F,True,False,True,False,664,2853,France
Netherlands,en,8,10,87,1,1,0.0,5,2,M,True,False,True,True,120,2853,Netherlands
Italy,it,8,8,0,0,1,0.0,0,0,M,False,False,False,True,288,2853,Italy
France,fr,8,8,0,0,1,0.0,0,0,M,True,False,True,True,686,2853,France
UK,en,8,8,2,0,1,0.0,0,0,F,False,False,False,True,26,2853,UK
France,fr,8,8,0,0,2,0.0,0,0,F,False,False,False,True,586,2853,France
France,fr,4,8,0,0,1,0.0,0,0,F,False,False,False,True,470,2853,France
France,fr,6,11,0,2,6,100.0,0,0,F,True,False,True,True,38,2853,France
France,fr,4,8,1,1,2,100.0,0,0,F,True,False,True,True,12,2853,France
France,fr,4,8,0,2,1,0.0,0,0,F,True,False,True,False,363,2853,France
France,fr,5,10,1,0,2,100.0,1,0,F,False,False,False,True,72,2853,France
Germany,de,6,9,241,0,1,0.0,30,4,F,False,False,False,True,11,2853,Germany
US,en,6,8,0,0,2,100.0,0,0,F,False,False,False,True,371,2853,US
France,en,6,8,1,6,1,0.0,0,0,F,False,False,False,True,318,2853,France
Germany,de,16,10,153,0,3,100.0,2,6,F,True,False,True,False,13,2853,Germany
France,fr,5,10,2,0,1,0.0,0,0,F,True,True,True,True,30,2853,France
Italy,it,5,9,0,0,2,100.0,0,0,F,True,False,True,True,16,2853,Italy
Germany,en,14,8,31,17,24,83.0,1,0,F,True,False,True,False,15,2853,Germany
France,fr,3,8,1,0,1,0.0,0,0,F,False,False,False,True,655,2853,France
France,fr,5,8,0,0,1,0.0,0,0,M,False,False,False,True,607,2853,France
Sweden,en,10,9,53,1,12,91.0,160,7,F,True,False,True,True,11,2853,Sweden
UK,en,20,8,203,13,22,100.0,19,5,F,False,False,False,True,14,2853,UK
France,fr,7,8,10,1,9,100.0,0,0,M,True,True,False,True,89,2853,France
US,en,16,8,0,14,10,100.0,0,0,F,False,False,False,True,523,2853,US
Hong Kong,en,17,8,23,2,11,63.0,45,12,M,True,False,True,True,11,2853,Other
France,fr,3,8,0,0,2,0.0,0,0,M,True,False,True,True,45,2853,France
France,fr,3,8,0,0,1,0.0,0,0,F,True,False,True,True,423,2853,France
Italy,it,17,15,9,1,2,100.0,0,0,M,True,False,True,False,15,2853,Italy
UK,en,4,8,0,0,1,0.0,0,0,M,True,True,True,True,548,2853,UK
Spain,es,5,8,8,0,2,0.0,1,5,F,True,False,True,False,13,2853,Spain
Italy,it,7,8,23,2,6,83.0,1,0,F,True,False,True,True,11,2853,Italy
France,fr,3,8,5,3,6,100.0,0,0,M,True,False,True,False,11,2853,France
France,fr,3,8,257,0,1,0.0,0,0,F,True,False,True,False,12,2853,France
France,fr,6,8,0,0,1,0.0,0,0,F,False,False,False,True,610,2853,France
France,fr,3,8,0,0,1,0.0,0,0,M,False,False,False,True,513,2853,France
UK,en,5,8,0,0,2,0.0,0,0,F,True,False,True,True,11,2853,UK
UK,en,7,9,6,6,8,100.0,0,0,F,True,False,True,False,131,2853,UK
France,fr,10,8,3,26,10,0.0,155,30,F,True,True,False,True,11,2853,France
Belgium,en,13,8,2,0,4,100.0,0,0,F,False,False,False,False,34,2853,Belgium
Spain,es,10,10,156,1,2,100.0,1,1,F,True,True,False,True,15,2853,Spain
Romania,en,13,8,3,16,28,96.0,0,0,F,False,False,False,True,11,2853,Other
UK,en,13,10,46,7,12,100.0,0,0,F,True,False,True,True,11,2853,UK
Spain,es,25,1,0,32,28,89.0,0,0,F,True,False,True,False,12,2853,Spain
Italy,it,21,8,61,5,9,66.0,170,1,F,True,False,True,True,56,2853,Italy
France,fr,4,10,9,0,1,0.0,17,3,F,False,False,False,True,235,2853,France
US,en,8,8,0,9,1,0.0,9,2,F,False,False,False,True,39,2853,US
France,fr,5,8,8,0,1,0.0,1,0,F,False,False,False,True,69,2853,France
France,fr,5,8,1,2,4,80.0,0,0,F,True,False,True,False,23,2853,France
Italy,it,4,8,0,0,1,0.0,0,0,F,True,True,False,True,591,2853,Italy
UK,en,4,8,0,0,1,0.0,0,0,F,True,False,True,False,210,2853,UK
Spain,es,10,8,0,2,1,0.0,0,0,F,True,False,True,False,626,2853,Spain
France,fr,6,10,45,2,1,0.0,1,3,F,True,True,False,True,45,2853,France
France,fr,5,8,0,0,1,0.0,0,0,M,True,True,False,True,638,2853,France
France,fr,9,10,27,2,2,100.0,6,1,F,True,False,True,False,13,2853,France
US,en,123,8,1,117,86,100.0,0,0,F,False,False,False,True,55,2853,US
France,fr,73,27,104,8,69,98.0,182,115,F,True,False,True,False,11,2853,France
Austria,en,6,8,32,0,4,75.0,23,0,F,True,False,True,True,174,2853,Other
France,fr,20,22,4,0,6,66.0,235,25,F,True,True,False,False,219,2853,France
UK,en,7,11,4,0,1,0.0,15,1,M,True,False,True,True,590,2853,UK
France,fr,3,9,24,0,1,0.0,4,1,F,False,False,False,True,83,2853,France
UK,en,3,8,1,1,1,0.0,0,0,F,False,False,False,True,11,2853,UK
US,en,11,8,0,4,1,0.0,0,0,F,True,False,True,False,560,2853,US
US,en,6,13,36,0,2,0.0,2,0,F,True,False,True,False,346,2853,US
Belgium,fr,20,8,0,4,2,100.0,0,0,F,True,False,True,False,181,2853,Belgium
Germany,en,8,8,1,0,2,100.0,0,0,F,False,False,False,False,81,2853,Germany
France,fr,3,8,0,0,2,100.0,0,0,F,False,False,False,True,585,2853,France
France,fr,4,8,4,0,1,0.0,0,0,F,True,False,True,True,107,2853,France
Germany,de,12,8,2,1,1,0.0,0,0,F,True,False,True,False,17,2853,Germany
France,fr,3,8,0,1,3,0.0,0,0,M,False,False,False,True,96,2853,France
UK,en,6,8,1,2,3,66.0,0,3,F,False,False,False,True,40,2853,UK
UK,en,16,8,0,2,3,100.0,0,0,M,False,False,False,True,21,2852,UK
US,en,7,8,0,3,3,100.0,0,0,F,True,False,True,True,423,2852,US
US,en,9,8,0,3,2,100.0,0,0,F,False,False,False,True,47,2852,US
France,fr,31,28,57,2,6,50.0,0,0,F,True,False,True,False,226,2852,France
France,fr,11,9,18,11,6,85.0,18,0,F,False,False,False,False,11,2852,France
Hong Kong,en,36,41,89,35,23,86.0,128,1,F,True,False,True,False,11,2852,Other
France,fr,5,8,0,1,2,0.0,0,0,F,True,False,True,True,152,2852,France
US,en,9,8,2,3,1,0.0,0,0,F,True,False,True,False,73,2852,US
France,fr,11,8,0,0,4,0.0,0,0,F,True,False,True,False,96,2852,France
UK,en,5,0,0,0,1,0.0,0,0,M,False,False,False,True,621,2852,UK
US,en,5,8,1,3,4,100.0,4,1,F,True,False,True,True,22,2852,US
US,en,21,8,0,23,13,84.0,0,0,F,True,False,True,False,11,2852,US
Germany,de,7,8,112,0,1,0.0,61,2,F,True,False,True,True,25,2852,Germany
Netherlands,en,18,9,180,5,2,100.0,58,18,F,True,True,True,False,13,2852,Netherlands
Belgium,en,4,8,0,1,1,0.0,0,0,F,False,False,False,True,382,2852,Belgium
France,fr,3,8,0,1,2,100.0,0,0,M,False,False,False,True,183,2852,France
Germany,de,5,8,8,9,1,0.0,0,0,F,False,False,False,False,11,2852,Germany
Germany,de,3,8,1,0,3,100.0,2,5,M,True,False,True,True,260,2852,Germany
UK,en,3,8,0,0,1,0.0,0,0,F,True,False,True,True,147,2852,UK
Monaco,fr,7,8,0,0,3,66.0,0,0,F,False,False,False,True,125,2852,Other
France,fr,7,16,82,0,1,0.0,44,16,F,False,False,False,True,18,2852,France
Chypre,en,39,17,474,66,41,87.0,17,0,F,False,False,False,False,11,2852,Other
Swiss,fr,3,8,0,0,1,0.0,0,0,M,False,False,False,True,687,2852,Other
Netherlands,en,5,8,2,0,1,0.0,0,0,F,True,False,True,False,356,2852,Netherlands
France,fr,3,8,0,4,5,80.0,0,0,F,False,False,False,True,17,2852,France
France,fr,6,9,14,1,1,0.0,34,12,M,True,True,False,True,259,2852,France
France,fr,4,8,0,6,4,100.0,1,8,M,False,False,False,False,16,2852,France
Italy,it,9,8,0,1,4,100.0,0,0,F,False,False,False,False,29,2852,Italy
France,fr,7,8,2,8,9,66.0,0,0,F,False,False,False,True,39,2852,France
Italy,it,13,8,0,1,7,85.0,0,0,M,True,True,False,True,109,2852,Italy
France,fr,5,8,1,0,1,0.0,0,0,F,True,False,True,True,568,2852,France
UK,en,4,8,11,9,1,0.0,4,2,F,False,False,False,True,40,2852,UK
Italy,it,7,8,4,0,15,53.0,0,0,M,True,False,True,True,78,2852,Italy
France,fr,12,8,15,8,4,75.0,6,0,F,True,False,True,False,11,2852,France
Italy,it,11,11,385,3,8,100.0,39,3,F,True,True,False,True,13,2852,Italy
Spain,es,9,9,0,0,4,25.0,0,0,F,True,False,True,True,26,2852,Spain
Italy,it,10,8,4,5,3,100.0,1,0,F,True,False,True,True,70,2852,Italy
France,fr,6,8,2,0,2,100.0,0,0,F,False,False,False,True,377,2852,France
UK,en,7,8,0,0,1,0.0,0,0,F,False,False,False,True,158,2852,UK
Italy,it,32,8,1,4,19,100.0,0,0,F,True,False,True,True,11,2852,Italy
France,fr,5,8,22,1,1,0.0,0,0,M,True,False,True,True,47,2852,France
France,fr,6,8,13,0,1,0.0,3,1,F,True,False,True,False,13,2852,France
UK,en,13,8,0,0,4,75.0,0,0,F,True,False,True,True,98,2852,UK
Italy,it,6,8,30,2,1,0.0,6,0,F,False,False,False,True,21,2852,Italy
Italy,it,6,8,221,42,5,100.0,1,0,F,False,False,False,False,13,2852,Italy
France,fr,4,8,40,0,2,100.0,9,4,F,True,True,False,False,165,2852,France
Italy,it,5,9,5,5,3,0.0,1,0,F,True,False,True,True,17,2852,Italy
UK,en,3,8,3,2,1,0.0,4,2,M,False,False,False,True,19,2852,UK
UK,es,4,8,4,1,1,0.0,11,0,F,True,False,True,True,20,2852,UK
Italy,it,11,9,14,3,24,87.0,0,0,M,True,False,True,False,14,2852,Italy
France,fr,8,8,36,0,4,50.0,2,0,F,True,False,True,False,101,2852,France
Spain,es,18,19,17,0,2,0.0,1,0,F,True,False,True,False,16,3205,Spain
Spain,es,13,9,0,10,3,66.0,186,15,F,False,False,False,True,14,3205,Spain
France,fr,30,8,2,4,1,0.0,0,0,F,True,False,True,False,382,3205,France
US,en,4,8,2,0,1,0.0,0,0,M,False,False,False,True,466,3205,US
UK,en,3,8,2,0,1,0.0,0,0,F,True,False,True,False,18,3205,UK
Italy,it,39,77,29,2,13,76.0,0,0,M,True,False,True,True,36,3205,Italy
UK,en,8,9,4,3,5,60.0,0,3,F,False,False,False,True,24,3205,UK
France,fr,3,8,44,0,2,0.0,2,0,F,True,False,True,False,14,3205,France
France,fr,6,8,0,1,1,0.0,0,0,F,True,False,True,True,46,3205,France
Spain,fr,8,8,0,0,1,0.0,1,1,M,True,False,True,True,646,3205,Spain
France,fr,7,19,0,0,1,0.0,16,0,M,False,False,False,True,181,3205,France
Romania,en,47,56,1,23,21,85.0,0,0,M,True,False,True,True,11,3205,Other
France,fr,4,9,17,0,1,0.0,7,4,F,False,False,False,True,24,3205,France
Spain,es,4,11,0,0,3,0.0,7,0,F,True,False,True,True,174,3205,Spain
Germany,en,6,9,87,3,1,0.0,5,3,F,True,False,True,True,15,3205,Germany
Netherlands,en,22,9,0,4,8,87.0,0,0,F,False,False,False,False,15,3205,Netherlands
UK,en,3,8,0,0,1,0.0,0,0,F,False,False,False,False,177,3205,UK
Germany,de,5,13,2,0,1,0.0,103,6,F,False,False,False,True,17,3205,Germany
Romania,en,7,8,3,0,1,0.0,0,0,F,True,False,True,True,425,3205,Other
UK,en,6,10,0,0,1,0.0,0,1,M,False,False,False,True,688,3205,UK
France,fr,3,8,0,0,1,0.0,2,1,F,True,False,True,True,319,3205,France
UK,en,7,8,0,0,1,0.0,0,0,M,True,False,True,True,397,3205,UK
Germany,de,7,9,1,0,1,0.0,0,0,M,True,False,True,True,472,3205,Germany
Denmark,en,5,8,3,0,2,0.0,1,0,F,True,False,True,True,57,3205,Denmark
Germany,en,41,9,16,8,6,100.0,3,0,F,True,False,True,False,15,3205,Germany
Grèce,en,8,18,122,3,1,0.0,33,0,F,True,False,True,False,11,3205,Other
France,it,5,11,9,1,2,100.0,10,0,F,False,False,False,False,17,3205,France
Denmark,en,3,8,0,2,3,66.0,0,0,M,True,False,True,True,42,3205,Denmark
Italy,it,26,8,11,1,5,60.0,0,0,M,True,False,True,False,14,3205,Italy
Italy,it,6,9,31,0,1,0.0,0,1,F,True,False,True,True,16,3205,Italy
France,fr,3,8,0,0,1,0.0,0,0,F,True,False,True,True,272,3205,France
Italy,it,5,10,0,0,1,0.0,0,0,M,False,False,False,True,292,3205,Italy
Spain,es,6,8,13,0,7,57.0,2,1,F,True,False,True,True,13,3204,Spain
France,fr,29,8,29,0,2,0.0,0,0,F,True,False,True,False,17,3204,France
US,en,4,8,0,0,1,0.0,0,0,F,False,False,False,True,586,3204,US
France,fr,31,8,6,0,1,0.0,0,0,F,True,False,True,False,318,3204,France
UK,en,9,8,1,1,12,91.0,5,0,F,True,False,True,True,358,3204,UK
France,fr,40,8,0,1,14,78.0,0,0,F,True,False,True,False,282,3204,France
US,en,5,8,4,0,1,0.0,0,0,F,True,False,True,True,397,3204,US
Swiss,fr,7,9,1,2,1,0.0,0,0,F,False,False,False,True,644,3204,Other
US,en,10,9,3,0,1,0.0,1,1,F,True,False,True,False,47,3204,US
Canada,en,10,10,9,0,4,75.0,4,0,F,True,False,True,True,103,3204,Other
France,fr,3,8,0,1,1,0.0,0,0,F,False,False,False,True,172,3204,France
Sweden,en,7,8,0,6,2,100.0,0,0,F,False,False,False,True,33,3204,Sweden
Italy,it,3,8,1,2,2,0.0,0,0,F,True,False,True,True,338,3204,Italy
France,fr,6,8,5,0,1,0.0,30,4,M,True,False,True,True,125,3204,France
Sweden,en,34,8,3,3,11,90.0,3,0,F,True,False,True,True,14,3204,Sweden
US,en,14,13,94,3,3,66.0,44,10,F,False,False,False,True,11,3204,US
Italy,it,6,8,3,4,2,100.0,0,0,F,True,False,True,True,12,3204,Italy
France,fr,13,10,1,3,13,76.0,0,5,F,False,False,False,False,11,3204,France
UK,en,33,8,3,3,3,0.0,0,0,F,True,False,True,False,121,3204,UK
US,en,10,9,23,2,3,66.0,3,0,F,True,False,True,True,65,3204,US
Netherlands,en,30,0,6,1,2,100.0,9,10,F,True,False,True,False,17,3204,Netherlands
UK,en,7,8,157,3,1,0.0,1,6,F,True,False,True,False,11,3204,UK
France,fr,5,8,1,11,6,100.0,0,0,F,False,False,False,True,11,3204,France
Germany,de,4,8,20,0,2,100.0,6,7,F,False,False,False,True,131,3204,Germany
UK,en,31,9,0,0,1,0.0,0,0,F,False,False,False,False,367,3204,UK
UK,en,7,8,0,0,1,0.0,0,0,F,False,False,False,True,708,3204,UK
Italy,it,4,8,4,0,1,0.0,0,0,F,True,False,True,True,33,3204,Italy
Serbie,en,27,9,55,2,5,100.0,0,0,F,True,False,True,False,16,3204,Other
France,fr,5,8,0,0,1,0.0,0,0,F,False,False,False,True,246,3204,France
Germany,en,5,8,0,0,1,0.0,0,0,F,False,False,False,True,600,3204,Germany
Netherlands,en,14,8,22,6,13,61.0,2,2,F,True,False,True,True,25,3204,Netherlands
Italy,it,3,8,0,0,2,0.0,0,0,M,False,False,False,True,666,3204,Italy
Italy,it,34,16,35,28,24,84.0,1,0,F,True,True,False,False,11,3204,Italy
France,fr,6,9,12,1,1,0.0,1,0,F,False,False,False,True,80,3204,France
Spain,es,9,8,1,19,12,91.0,0,0,F,False,False,False,False,14,3204,Spain
France,fr,15,8,0,21,11,100.0,0,0,F,False,False,False,True,11,3204,France
Monaco,en,167,8,2,19,170,99.0,0,0,F,True,False,True,True,12,3204,Other
France,fr,4,8,0,0,1,0.0,0,0,M,True,True,False,True,12,3204,France
UK,en,6,8,6,1,2,100.0,5,1,F,True,False,True,True,375,3204,UK
US,en,10,8,0,17,4,100.0,0,0,F,False,False,False,True,23,3204,US
Italy,it,20,8,1,2,9,77.0,0,0,F,False,False,False,True,180,3204,Italy
France,fr,5,9,12,0,2,0.0,1,0,F,False,False,False,True,20,3204,France
Italy,it,6,8,0,0,1,0.0,0,0,F,True,False,True,True,602,3204,Italy
France,fr,12,8,0,0,10,100.0,0,0,F,False,False,False,True,71,3204,France
Japon,en,30,8,79,0,1,0.0,3,0,F,True,False,True,False,11,3204,Other
France,fr,5,8,0,0,1,0.0,0,0,M,True,True,False,True,138,3204,France
France,fr,4,8,3,0,1,0.0,0,0,M,True,False,True,True,481,3204,France
Belgium,fr,5,8,138,1,2,100.0,54,6,F,True,False,True,True,14,3204,Belgium
UK,en,4,8,0,0,1,0.0,0,0,F,False,False,False,True,509,3204,UK
France,fr,4,7,0,0,1,0.0,0,0,F,True,True,False,True,71,3204,France
Netherlands,en,23,8,4,2,2,100.0,0,0,M,True,False,True,False,11,3204,Netherlands
Italy,en,12,8,11,0,13,92.0,2,2,F,True,False,True,True,13,3204,Italy
France,fr,30,8,0,6,7,83.3,0,0,F,True,False,True,False,13,3204,France
Hong Kong,en,5,9,77,2,3,66.0,3,6,M,True,True,True,True,11,3204,Other
France,fr,5,8,0,0,2,100.0,0,0,F,True,True,False,True,75,3204,France
Denmark,en,19,14,175,0,4,0.0,107,5,F,True,False,True,True,201,3204,Denmark
Romania,en,9,8,0,0,1,0.0,0,0,F,True,True,False,True,83,3204,Other
Belgium,fr,9,8,2,10,12,84.0,0,0,M,True,True,False,False,11,3204,Belgium
Germany,de,19,13,56,0,3,100.0,3,11,F,False,False,False,True,12,3204,Germany
Luxembourg,en,9,9,4,0,1,0.0,0,1,F,True,False,True,True,309,3204,Other
Germany,de,16,8,1,4,15,100.0,757,31,F,False,False,False,True,42,3204,Germany
Austria,de,3,8,0,0,1,0.0,0,0,F,True,False,True,True,118,3204,Other
Italy,it,25,10,7,0,1,0.0,0,1,M,True,False,True,False,12,3204,Italy
Spain,es,5,8,0,6,4,100.0,0,0,M,True,False,True,True,13,3204,Spain
France,fr,4,8,1,0,1,0.0,0,0,M,False,False,False,True,174,3204,France
Italy,it,4,8,6,2,2,100.0,1,0,F,True,True,False,True,15,3204,Italy
France,fr,5,8,0,0,1,0.0,6,1,M,True,False,True,True,603,3204,France
France,fr,13,8,0,15,10,100.0,3,0,F,False,False,False,True,14,3204,France
Germany,de,6,9,0,0,1,0.0,0,4,M,False,False,False,True,508,3204,Germany
Sweden,en,26,9,27,2,2,100.0,6,3,F,True,True,False,False,28,3204,Sweden
Italy,it,6,9,2,4,17,76.0,0,0,M,True,True,False,False,18,3204,Italy
Ukraine,fr,65,157,792,2,3,0.0,707,18,F,True,False,True,False,11,3204,Other
France,fr,28,8,0,0,1,0.0,0,0,F,True,False,True,False,620,3204,France
UK,en,30,9,21,1,1,0.0,0,0,F,True,False,True,False,76,3204,UK
France,fr,4,8,0,0,2,50.0,0,0,F,True,True,False,True,315,3204,France
France,fr,8,8,24,1,7,100.0,0,0,F,False,False,False,True,28,3204,France
UK,en,8,8,3,0,2,100.0,0,1,F,True,False,True,True,33,3204,UK
France,fr,13,9,52,0,7,85.0,1,4,F,True,False,True,True,46,3204,France
UK,en,3,8,0,0,1,0.0,0,0,F,True,False,True,True,395,3204,UK
Italy,it,5,8,2,0,1,0.0,0,0,M,True,False,True,True,660,3204,Italy
US,en,6,8,5,0,1,0.0,0,0,F,True,False,True,True,690,3204,US
Italy,it,30,8,0,4,3,100.0,0,0,F,False,False,False,False,80,3204,Italy
UK,en,6,8,0,1,1,0.0,0,0,F,True,False,True,True,18,3204,UK
Italy,it,3,8,1,0,1,0.0,0,0,M,False,False,False,True,628,3204,Italy
Austria,de,6,8,0,1,1,0.0,0,1,F,True,True,False,True,116,3204,Other
